source_dataset,project-id,name,name-noneng,owner,parent,subnational,country-area1,status,start-year,capacity,capacity-display,capacity-by-status,tech-type,prod-type,latitude,longitude,Latitude,Longitude,url,all-countries,capacity-scaled,capacity-table,location-accuracy,location-display,name-search,owner-gem-id,owner-noneng,owner-search,parent-gem-id,parent-search,status-display,tracker-acro,tracker-custom,tracker-display,units-of-m
steel,P100000120240,Rizhao Steel Holding Group Co Ltd,日照钢铁控股集团有限公司,Rizhao Steel Holding Group Co Ltd,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],Shandong,China,operating,2003-05-14,52446,52446.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '11300'}, {'status': 'announced', 'method': 'BOF', 'capacity': '9000'}, {'status': 'construction', 'method': 'BOF', 'capacity': '1350'}, {'status': 'retired', 'method': 'BOF', 'capacity': '1700'}, {'status': 'operating', 'method': 'BF', 'capacity': '7700'}, {'status': 'announced', 'method': 'BF', 'capacity': '10000'}, {'status': 'construction', 'method': 'BF', 'capacity': '2500'}, {'status': 'retired', 'method': 'BF', 'capacity': '1216'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '7180'}, {'status': 'announced', 'method': 'DRI', 'capacity': '500'}]",BF; BOF; DRI,Integrated (BF & DRI),35.16535,119.366672,35.16535,119.366672,https://www.gem.wiki/Rizhao_Steel_Holding_Group_Co_Ltd,China,52446,52446.0,exact,"Shandong, China",Rizhao Steel Holding Group Co Ltd,E100000123983,日照钢铁控股集团有限公司,Rizhao Steel Holding Group Co Ltd,E100000124688 [98.8%]; E100000132388 [1.2%],Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120188,Jiangsu Shagang Iron & Steel Co Ltd,江苏沙钢集团,Jiangsu Shagang Iron & Steel Co Ltd,Jiangsu Shagang Iron & Steel Co Ltd [100.0%],Jiangsu,China,operating,2002-07-15,43515,43515.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '13530'}, {'status': 'retired', 'method': 'BOF', 'capacity': '2280'}, {'status': 'operating', 'method': 'EAF', 'capacity': '3075'}, {'status': 'announced', 'method': 'EAF', 'capacity': '1000'}, {'status': 'operating pre-retirement', 'method': 'EAF', 'capacity': '700'}, {'status': 'operating', 'method': 'BF', 'capacity': '15930'}, {'status': 'announced', 'method': 'BF', 'capacity': '2000'}, {'status': 'retired', 'method': 'BF', 'capacity': '2500'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '2500'}]",BF; BOF; EAF,Integrated (BF),31.983146,120.638992,31.983146,120.638992,https://www.gem.wiki/Jiangsu_Shagang_Iron_&_Steel_Co_Ltd,China,43515,43515.0,approximate,"Jiangsu, China",Jiangsu Shagang Iron & Steel Co Ltd,E100002020306,江苏沙钢钢铁有限公司,Jiangsu Shagang Iron & Steel Co Ltd,E100002020306 [100.0%],Jiangsu Shagang Iron & Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120219,Angang Steel Co Ltd,"鞍钢新轧钢股份有限公司, 鞍山制铁所, 昭和制钢所",Angang Steel Co Ltd,Angang Steel Co Ltd [100.0%],Liaoning,China,operating,1998-09-14,41210,41210.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '20650'}, {'status': 'retired', 'method': 'BOF', 'capacity': '3450'}, {'status': 'operating', 'method': 'BF', 'capacity': '16610'}, {'status': 'announced', 'method': 'DRI', 'capacity': '500'}]",BF; BOF; DRI,Integrated (BF & DRI),41.148267,122.983054,41.148267,122.983054,https://www.gem.wiki/Angang_Steel_Co_Ltd,China,41210,41210.0,exact,"Liaoning, China",Angang Steel Co Ltd,E100000126769,鞍钢股份有限公司,Angang Steel Co Ltd,E100000126769 [100.0%],Angang Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120256,Baoshan Iron and Steel Co Ltd Headquarters,宝山钢铁股份有限公司 (宝山基地),Baoshan Iron & Steel Co Ltd,Baoshan Iron & Steel Co Ltd [100.0%],Shanghai,China,operating,1977,36600,36600.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '16200'}, {'status': 'operating', 'method': 'EAF', 'capacity': '3600'}, {'status': 'operating', 'method': 'BF', 'capacity': '15300'}, {'status': 'operating', 'method': 'Other/unspecified iron', 'capacity': '1500'}]",BF; BOF; EAF; Iron other/unspecified,Integrated (BF),31.41623,121.440087,31.41623,121.440087,https://www.gem.wiki/Baoshan_Iron_and_Steel_Co_Ltd_Headquarters,China,36600,36600.0,exact,"Shanghai, China",Baoshan Iron and Steel Co Ltd Headquarters,E100000122571,宝山钢铁股份有限公司,Baoshan Iron & Steel Co Ltd,E100000122571 [100.0%],Baoshan Iron & Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120171,Wuhan Iron and Steel Co Ltd,宝武集团武汉钢铁有限公司,Wuhan Iron and Steel Co Ltd,Baoshan Iron & Steel Co Ltd [100.0%],Hubei,China,operating,1958-09-13,35567,35567.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '15907'}, {'status': 'operating', 'method': 'BF', 'capacity': '14320'}, {'status': 'retired', 'method': 'BF', 'capacity': '5340'}]",BF; BOF,Integrated (BF),30.616222,114.444975,30.616222,114.444975,https://www.gem.wiki/Wuhan_Iron_and_Steel_Co_Ltd,China,35567,35567.0,exact,"Hubei, China",Wuhan Iron and Steel Co Ltd,E100000123212,武汉钢铁有限公司,Wuhan Iron and Steel Co Ltd,E100000122571 [100.0%],Baoshan Iron & Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120069,Maanshan Iron and Steel Co Ltd,马鞍山钢铁股份有限公司(本部),Maanshan Iron & Steel Co Ltd,Maanshan Iron & Steel Co Ltd [100.0%],Anhui,China,operating,1953,35300,35300.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '14650'}, {'status': 'construction', 'method': 'BOF', 'capacity': '1600'}, {'status': 'retired', 'method': 'BOF', 'capacity': '1860'}, {'status': 'operating pre-retirement', 'method': 'BOF', 'capacity': '1860'}, {'status': 'operating', 'method': 'EAF', 'capacity': '830'}, {'status': 'operating', 'method': 'BF', 'capacity': '14500'}]",BF; BOF; EAF,Integrated (BF),31.698884,118.468194,31.698884,118.468194,https://www.gem.wiki/Maanshan_Iron_and_Steel_Co_Ltd,China,35300,35300.0,exact,"Anhui, China",Maanshan Iron and Steel Co Ltd,E100000123737,马鞍山钢铁股份有限公司,Maanshan Iron & Steel Co Ltd,E100000123737 [100.0%],Maanshan Iron & Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120182,Inner Mongolia BaoTou Steel Union Co Ltd,内蒙古包钢钢联股份有限公司,Inner Mongolia BaoTou Steel Union Co Ltd,Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],Inner Mongolia,China,operating,1999-06-29,34695,34695.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '16760'}, {'status': 'retired', 'method': 'BOF', 'capacity': '945'}, {'status': 'operating', 'method': 'BF', 'capacity': '16990'}]",BF; BOF,Integrated (BF),40.647997,109.740898,40.647997,109.740898,https://www.gem.wiki/Inner_Mongolia_BaoTou_Steel_Union_Co_Ltd,China,34695,34695.0,exact,"Inner Mongolia, China",Inner Mongolia BaoTou Steel Union Co Ltd,E100000126357,内蒙古包钢钢联股份有限公司,Inner Mongolia BaoTou Steel Union Co Ltd,E100000126357 [100.0%],Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120094,Guangxi Shenglong Metallurgical Co Ltd,广西盛隆冶金有限公司,Guangxi Shenglong Metallurgical Co Ltd,Guangxi Shenglong Metallurgical Co Ltd [100.0%],Guangxi,China,operating,2003,30293,30293.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '9783'}, {'status': 'announced', 'method': 'BOF', 'capacity': '1200'}, {'status': 'retired', 'method': 'BOF', 'capacity': '6000'}, {'status': 'operating', 'method': 'BF', 'capacity': '10310'}, {'status': 'retired', 'method': 'BF', 'capacity': '3000'}]",BF; BOF,Integrated (BF),21.687637,108.412344,21.687637,108.412344,https://www.gem.wiki/Guangxi_Shenglong_Metallurgical_Co_Ltd,China,30293,30293.0,exact,"Guangxi, China",Guangxi Shenglong Metallurgical Co Ltd,E100000123226,广西盛隆冶金有限公司,Guangxi Shenglong Metallurgical Co Ltd,E100000123226 [100.0%],Guangxi Shenglong Metallurgical Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120223,Bengang Steel Plates Co Ltd,本溪钢铁厂,Bengang Steel Plates Co Ltd,Bengang Steel Plates Co Ltd [100.0%],Liaoning,China,operating,1997-06-27,29931,29931.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '12400'}, {'status': 'announced', 'method': 'EAF', 'capacity': '1500'}, {'status': 'operating pre-retirement', 'method': 'EAF', 'capacity': '1040'}, {'status': 'operating', 'method': 'BF', 'capacity': '12841'}, {'status': 'retired', 'method': 'BF', 'capacity': '2150'}]",BF; BOF; EAF,Integrated (BF),41.274132,123.722099,41.274132,123.722099,https://www.gem.wiki/Bengang_Steel_Plates_Co_Ltd,China,29931,29931.0,exact,"Liaoning, China",Bengang Steel Plates Co Ltd,E100000122467,本钢板材股份有限公司,Bengang Steel Plates Co Ltd,E100000122467 [100.0%],Bengang Steel Plates Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120085,Baosteel Zhanjiang Iron and Steel Co Ltd,宝钢湛江钢铁有限公司,Baosteel Zhanjiang Iron & Steel Co Ltd,Baoshan Iron & Steel Co Ltd [90.0%]; Guangdong Hengjian Investment Holding Co Ltd [10.0%],Guangdong,China,operating,2011,27578,27578.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '12528'}, {'status': 'operating', 'method': 'EAF', 'capacity': '1800'}, {'status': 'operating', 'method': 'BF', 'capacity': '12250'}, {'status': 'operating', 'method': 'DRI', 'capacity': '1000'}]",BF; BOF; DRI; EAF,Integrated (BF & DRI),21.056035,110.48657,21.056035,110.48657,https://www.gem.wiki/Baosteel_Zhanjiang_Iron_and_Steel_Co_Ltd,China,27578,27578.0,exact,"Guangdong, China",Baosteel Zhanjiang Iron and Steel Co Ltd,E100000121815,宝钢湛江钢铁有限公司,Baosteel Zhanjiang Iron & Steel Co Ltd,E100000122571 [90.0%]; E100000000194 [10.0%],Baoshan Iron & Steel Co Ltd [90.0%]; Guangdong Hengjian Investment Holding Co Ltd [10.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120106,Shougang Jingtang United Iron and Steel Co Ltd,首钢京唐钢铁联合有限公司,Shougang Jingtang United Iron & Steel Co Ltd,Beijing Shougang Co Ltd [100.0%],Hebei,China,operating,2005,27200,27200.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '13700'}, {'status': 'operating', 'method': 'BF', 'capacity': '13500'}]",BF; BOF,Integrated (BF),38.953664,118.50339,38.953664,118.50339,https://www.gem.wiki/Shougang_Jingtang_United_Iron_and_Steel_Co_Ltd,China,27200,27200.0,exact,"Hebei, China",Shougang Jingtang United Iron and Steel Co Ltd,E100000121927,首钢京唐钢铁联合有限责任公司,Shougang Jingtang United Iron & Steel Co Ltd,E100000124355 [100.0%],Beijing Shougang Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120120,Jingye Iron and Steel Co Ltd,河北敬业钢铁有限公司,Jingye Iron and Steel Co Ltd,Jingye Group Co Ltd [100.0%],Hebei,China,operating,1996,27058,27058.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '6400'}, {'status': 'retired', 'method': 'BOF', 'capacity': '6000'}, {'status': 'operating', 'method': 'BF', 'capacity': '11598'}, {'status': 'retired', 'method': 'BF', 'capacity': '3060'}]",BF; BOF,Integrated (BF),38.391372,114.139998,38.391372,114.139998,https://www.gem.wiki/Jingye_Iron_and_Steel_Co_Ltd,China,27058,27058.0,exact,"Hebei, China",Jingye Iron and Steel Co Ltd,E100000126115,敬业钢铁有限公司,Jingye Iron and Steel Co Ltd,E100000124668 [100.0%],Jingye Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120214,Xinyu Iron and Steel Group Co Ltd,新余钢铁有限责任公司,Xinyu Iron & Steel Corp Ltd,Xinyu Iron & Steel Corp Ltd [100.0%],Jiangxi,China,operating,1958,25365,25365.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '10001'}, {'status': 'operating', 'method': 'EAF', 'capacity': '1000'}, {'status': 'retired', 'method': 'EAF', 'capacity': '1000'}, {'status': 'operating', 'method': 'BF', 'capacity': '4200'}, {'status': 'announced', 'method': 'BF', 'capacity': '4364'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '4800'}]",BF; BOF; EAF,Integrated (BF),27.786859,114.921595,27.786859,114.921595,https://www.gem.wiki/Xinyu_Iron_and_Steel_Group_Co_Ltd,China,25365,25365.0,exact,"Jiangxi, China",Xinyu Iron and Steel Group Co Ltd,E100000123215,新余钢铁集团有限公司,Xinyu Iron & Steel Corp Ltd,E100000123215 [100.0%],Xinyu Iron & Steel Corp Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,柳州钢铁股份有限公司(柳州本部),Liuzhou IRON&STEEL Co Ltd,Liuzhou IRON&STEEL Co Ltd [100.0%],Guangxi,China,operating,2000,23998,23998.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '9458'}, {'status': 'retired', 'method': 'BOF', 'capacity': '3100'}, {'status': 'operating', 'method': 'BF', 'capacity': '8930'}, {'status': 'retired', 'method': 'BF', 'capacity': '2510'}]",BF; BOF,Integrated (BF),24.385304,109.37963,24.385304,109.37963,https://www.gem.wiki/Liuzhou_Iron_and_Steel_Co_Ltd_Liuzhou_Base,China,23998,23998.0,exact,"Guangxi, China",Liuzhou Iron and Steel Co Ltd Liuzhou Base,E100000123902,柳州钢铁股份有限公司,Liuzhou IRON&STEEL Co Ltd,E100000123902 [100.0%],Liuzhou IRON&STEEL Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,联峰钢铁(张家港)有限公司,Lianfeng Steel (Zhangjiagang) Co Ltd,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; unknown [4.3%]; Hengde International Co Ltd [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]",Jiangsu,China,operating,2002-06-26,22525,22525.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '5720'}, {'status': 'announced', 'method': 'BOF', 'capacity': '1800'}, {'status': 'retired', 'method': 'BOF', 'capacity': '760'}, {'status': 'operating pre-retirement', 'method': 'BOF', 'capacity': '1520'}, {'status': 'operating', 'method': 'EAF', 'capacity': '1000'}, {'status': 'operating', 'method': 'BF', 'capacity': '5991'}, {'status': 'construction', 'method': 'BF', 'capacity': '1203'}, {'status': 'retired', 'method': 'BF', 'capacity': '4531'}]",BF; BOF; EAF,Integrated (BF),31.855205,120.730505,31.855205,120.730505,https://www.gem.wiki/Lianfeng_Steel_Zhangjiagang_Co_Ltd,China,22525,22525.0,exact,"Jiangsu, China",Lianfeng Steel Zhangjiagang Co Ltd,E100000126766,联峰钢铁（张家港）有限公司,Lianfeng Steel (Zhangjiagang) Co Ltd,E100000130645 [42.7%]; E100000128818 [18.5%]; E100000128947 [14.5%]; E100000130337 [9.3%]; E100000132388 [4.3%]; E100000125940 [3.4%]; E100000128820 [3.2%]; E100000122410 [2.7%]; E100000124037 [0.8%]; E100000124038 [0.6%],"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; unknown [4.3%]; Hengde International Co Ltd [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]",operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120315,Hbis Laoting Steel Co Ltd,唐钢新区,HBIS Laoting Steel Co Ltd,HBIS Co Ltd [69.1%]; HBIS Group Co Ltd [7.7%]; Hebei Province Jicai Lndustryl Equity Lnvestment Fund Co Ltd [7.0%]; China Everbright Group Ltd [6.5%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [3.0%]; Tangshan City Development Group Co Ltd [2.9%]; Gansu Financial Holding Group Co Ltd [2.0%]; unknown [0.9%]; Gansu Highway Aviation Tourism Investment Group Co Ltd [0.8%],Hebei,China,operating,2020,21490,21490.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '7450'}, {'status': 'construction', 'method': 'BOF', 'capacity': '2250'}, {'status': 'announced', 'method': 'EAF', 'capacity': '1800'}, {'status': 'operating', 'method': 'BF', 'capacity': '7320'}, {'status': 'construction', 'method': 'BF', 'capacity': '2670'}]",BF; BOF; EAF,Integrated (BF),39.257823,119.033567,39.257823,119.033567,https://www.gem.wiki/Hbis_Laoting_Steel_Co_Ltd,China,21490,21490.0,exact,"Hebei, China",Hbis Laoting Steel Co Ltd,E100000123169,河钢乐亭钢铁有限公司,HBIS Laoting Steel Co Ltd,E100000123542 [69.1%]; E100000124529 [7.7%]; E100000128826 [7.0%]; E100000128904 [6.5%]; E100000000189 [3.0%]; E100000124528 [2.9%]; E100000128905 [2.0%]; E100000132388 [0.9%]; E100000129075 [0.8%],HBIS Co Ltd [69.1%]; HBIS Group Co Ltd [7.7%]; Hebei Province Jicai Lndustryl Equity Lnvestment Fund Co Ltd [7.0%]; China Everbright Group Ltd [6.5%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [3.0%]; Tangshan City Development Group Co Ltd [2.9%]; Gansu Financial Holding Group Co Ltd [2.0%]; unknown [0.9%]; Gansu Highway Aviation Tourism Investment Group Co Ltd [0.8%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120258,Shanxi Taigang Stainless Steel Co Ltd,山西太钢不锈钢股份有限公司,Shanxi Taigang Stainless Steel Co Ltd,Shanxi Taigang Stainless Steel Co Ltd [100.0%],Shanxi,China,operating,1998-06-11,20940,20940.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '8800'}, {'status': 'operating', 'method': 'EAF', 'capacity': '3660'}, {'status': 'operating', 'method': 'BF', 'capacity': '8480'}]",BF; BOF; EAF,Integrated (BF),37.931488,112.539321,37.931488,112.539321,https://www.gem.wiki/Shanxi_Taigang_Stainless_Steel_Co_Ltd,China,20940,20940.0,exact,"Shanxi, China",Shanxi Taigang Stainless Steel Co Ltd,E100000122948,山西太钢不锈钢股份有限公司,Shanxi Taigang Stainless Steel Co Ltd,E100000122948 [100.0%],Shanxi Taigang Stainless Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120110,Qian an Jiujiang Wire Co Ltd,迁安市九江线材有限公司,Qian'an City Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd [100.0%],Hebei,China,operating,2002,20132,20132.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '5579'}, {'status': 'retired', 'method': 'BOF', 'capacity': '1920'}, {'status': 'operating', 'method': 'EAF', 'capacity': '1500'}, {'status': 'cancelled', 'method': 'EAF', 'capacity': '1538'}, {'status': 'operating', 'method': 'BF', 'capacity': '8540'}, {'status': 'retired', 'method': 'BF', 'capacity': '1055'}]",BF; BOF; EAF,Integrated (BF),39.952209,118.559444,39.952209,118.559444,https://www.gem.wiki/Qian_an_Jiujiang_Wire_Co_Ltd,China,20132,20132.0,exact,"Hebei, China",Qian an Jiujiang Wire Co Ltd,E100000123190,迁安市九江线材有限责任公司,Qian'an City Jiujiang Wire Co Ltd,E100000123190 [100.0%],Qian'an City Jiujiang Wire Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120111,Hebei Yanshan Iron and Steel Group Co Ltd,河北燕山钢铁集团有限公司,Hebei Yanshan Iron and Steel Group Co Ltd,Hebei Yanshan Iron and Steel Group Co Ltd [100.0%],Hebei,China,operating,2002,19990,19990.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '9240'}, {'status': 'operating', 'method': 'EAF', 'capacity': '750'}, {'status': 'operating', 'method': 'BF', 'capacity': '10000'}]",BF; BOF; EAF,Integrated (BF),39.925508,118.672757,39.925508,118.672757,https://www.gem.wiki/Hebei_Yanshan_Iron_and_Steel_Group_Co_Ltd,China,19990,19990.0,exact,"Hebei, China",Hebei Yanshan Iron and Steel Group Co Ltd,E100000123173,河北燕山钢铁集团有限公司,Hebei Yanshan Iron and Steel Group Co Ltd,E100000123173 [100.0%],Hebei Yanshan Iron and Steel Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,本溪北营钢铁(集团)股份有限公司,Benxi Beiying Iron & Steel (GROUP) Co Ltd,Ansteel Group Co Ltd [46.5%]; Bengang Group Co Ltd [27.7%]; Liaoning Huida Enterprise Management Co Ltd [8.2%]; China Minmetals Corp [7.0%]; unknown [6.4%]; Beijing Jianlong Investment Co Ltd [2.9%]; Fushun State-Owned Assets Management Co Ltd [1.3%],Liaoning,China,operating,2002-04-05,19916,19916.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2600'}, {'status': 'announced', 'method': 'BOF', 'capacity': '1350'}, {'status': 'retired', 'method': 'BOF', 'capacity': '8166'}, {'status': 'operating', 'method': 'BF', 'capacity': '7800'}]",BF; BOF,Integrated (BF),41.224814,123.608374,41.224814,123.608374,https://www.gem.wiki/Benxi_Beiying_Iron_and_Steel_Group_Co_Ltd_Beitai_Town,China,19916,19916.0,exact,"Liaoning, China",Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,E100000123156,本溪北营钢铁（集团）股份有限公司,Benxi Beiying Iron & Steel (GROUP) Co Ltd,E100000124667 [46.5%]; E100000123998 [27.7%]; E100000124666 [8.2%]; E100000123999 [7.0%]; E100000132388 [6.4%]; E100000000155 [2.9%]; E100000125132 [1.3%],Ansteel Group Co Ltd [46.5%]; Bengang Group Co Ltd [27.7%]; Liaoning Huida Enterprise Management Co Ltd [8.2%]; China Minmetals Corp [7.0%]; unknown [6.4%]; Beijing Jianlong Investment Co Ltd [2.9%]; Fushun State-Owned Assets Management Co Ltd [1.3%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120118,Tangshan Ganglu Iron and Steel Co Ltd,唐山港陆钢铁有限公司,Tangshan Ganglu Iron & Steel Co Ltd,Guotao Co Ltd (Hong Kong) [76.3%]; Yushan (Beijing) Metallurgical Investment Co Ltd [23.7%],Hebei,China,operating,2002,19841,19841.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '5614'}, {'status': 'construction', 'method': 'BOF', 'capacity': '1350'}, {'status': 'retired', 'method': 'BOF', 'capacity': '2787'}, {'status': 'operating', 'method': 'BF', 'capacity': '4182'}, {'status': 'construction', 'method': 'BF', 'capacity': '2330'}, {'status': 'retired', 'method': 'BF', 'capacity': '1758'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1820'}]",BF; BOF,Integrated (BF),40.183913,118.073913,40.183913,118.073913,https://www.gem.wiki/Tangshan_Ganglu_Iron_and_Steel_Co_Ltd,China,19841,19841.0,exact,"Hebei, China",Tangshan Ganglu Iron and Steel Co Ltd,E100000123206,唐山港陆钢铁有限公司,Tangshan Ganglu Iron & Steel Co Ltd,E100000125875 [76.3%]; E100000123550 [23.7%],Guotao Co Ltd (Hong Kong) [76.3%]; Yushan (Beijing) Metallurgical Investment Co Ltd [23.7%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120300,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,云南玉溪钢铁集团玉昆钢铁有限公司,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd [100.0%],Yunnan,China,operating,2014-01-16,19632,19632.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '4590'}, {'status': 'construction', 'method': 'BOF', 'capacity': '2452'}, {'status': 'retired', 'method': 'BOF', 'capacity': '3300'}, {'status': 'operating', 'method': 'BF', 'capacity': '6760'}, {'status': 'retired', 'method': 'BF', 'capacity': '2530'}]",BF; BOF,Integrated (BF),24.465884,102.543682,24.465884,102.543682,https://www.gem.wiki/Yunnan_Yuxi_Iron_and_Steel_Group_Yukun_Iron_and_Steel_Co_Ltd,China,19632,19632.0,exact,"Yunnan, China",Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,E100001000458,云南玉溪钢铁集团玉昆钢铁有限公司,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,E100001000458 [100.0%],Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120108,Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,唐山东华钢铁企业集团有限公司,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [100.0%],Hebei,China,operating,2009,19125,19125.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '4750'}, {'status': 'retired', 'method': 'BOF', 'capacity': '2700'}, {'status': 'construction', 'method': 'EAF', 'capacity': '1650'}, {'status': 'operating', 'method': 'BF', 'capacity': '7458'}, {'status': 'retired', 'method': 'BF', 'capacity': '1237'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1330'}]",BF; BOF; EAF,Integrated (BF),39.468366,118.256774,39.468366,118.256774,https://www.gem.wiki/Tangshan_Donghua_Iron_and_Steel_Enterprise_Group_Co_Ltd,China,19125,19125.0,exact,"Hebei, China",Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,E100000123205,唐山东华钢铁企业集团有限公司,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,E100000123205 [100.0%],Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120190,Nanjing Iron and Steel Co Ltd,南京南钢产业发展有限公司,Nanjing Iron & Steel Co Ltd,Nanjing Iron & Steel Co Ltd [100.0%],Jiangsu,China,operating,1958,18600,18600.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '10000'}, {'status': 'operating', 'method': 'BF', 'capacity': '8600'}]",BF; BOF,Integrated (BF),32.200797,118.746315,32.200797,118.746315,https://www.gem.wiki/Nanjing_Iron_and_Steel_Co_Ltd,China,18600,18600.0,exact,"Jiangsu, China",Nanjing Iron and Steel Co Ltd,E100000123506,南京钢铁股份有限公司,Nanjing Iron & Steel Co Ltd,E100000123506 [100.0%],Nanjing Iron & Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
