change,locode,name,name_wo_diacritics,subdivision,function,status,date,iata,coordinates,remarks,latitude,longitude,is_water_port
,CNSHD,Shidao Pt,Shidao Pt,SD,1-------,AS,1407,,3652N 12226E,,36.866667,122.433333,1
,CNSIJ,Shijing,Shijing,FJ,1-------,AS,1401,,2437N 11826E,,24.616667,118.433333,1
,CNSJJ,Shijingjiaoxin,Shijingjiaoxin,GD,1-------,AS,1401,,,,,,1
,CNSJO,Shijitou,Shijitou,HB,1-------,RL,1401,,,,,,1
,CNSJU,Shijiu Pt,Shijiu Pt,SD,1-------,AS,1407,,3622N 11933E,,36.366667,119.550000,1
,CNSLG,Shiliugang,Shiliugang,GD,1-------,AS,1407,,,,,,1
,CNSLO,Shilou,Shilou,GD,1-3--6--,RL,0607,,2301N 11330E,,23.016667,113.500000,1
,CNZSM,Shima,Shima,FJ,1-------,AS,1407,,,,,,1
,CNSPI,Shipai,Shipai,AH,1-3-----,RL,0607,,3019N 11639E,,30.316667,116.650000,1
,CNXSP,Shipu,Shipu,ZJ,1-------,AS,1407,,2929N 12151E,,29.483333,121.850000,1
,CNSHQ,Shiqi,Shiqi,GD,1-------,AS,1601,,,,,,1
,CNPNY,Shiqiao,Shiqiao,GD,1-------,AS,1601,,2257N 11322E,,22.950000,113.366667,1
,CNSIP,Shiqu Pt,Shiqu Pt,SH,1-------,RL,1401,,,,,,1
,CNSHH,Shishi,Shishi,FJ,1-3-----,AS,1601,,2444N 11838E,,24.733333,118.633333,1
,CNSTB,Shitoubu Pt,Shitoubu Pt,GX,1-------,AS,1407,,2135N 10933E,,21.583333,109.550000,1
,CNSAN,Shiwan,Shiwan,GD,1-3-----,RL,1401,,2300N 11305E,,23.000000,113.083333,1
,CNSWI,Shiwei,Shiwei,NM,1-------,AS,1401,,5118N 11955E,,51.300000,119.916667,1
,CNSYG,Shiyang,Shiyang,AH,1-------,RL,1401,,,,,,1
,CNSIU,Shizhu,Shizhu,CQ,1-------,RL,1401,,,,,,1
,CNSSP,Shuangshui,Shuangshui,GD,1-------,RL,1401,,,,,,1
,CNSDG,Shuidong Pt,Shuidong Pt,GD,1-------,AS,1407,,2131N 11100E,,21.516667,111.000000,1
,CNSIK,Shuikou,Shuikou,GD,1-------,AS,1401,,2214N 11056E,,22.233333,110.933333,1
,CNSUD,Shunde Pt,Shunde Pt,GD,1-------,AS,1601,,2250N 11315E,,22.833333,113.250000,1
,CNSHL,Shuolong,Shuolong,GX,1-------,AS,1601,,2248N 10648E,,22.800000,106.800000,1
,CNSJT,Sijitun,Sijitun,23,1-------,AS,0901,,,,,,1
,CNSKS,Sikuaishi,Sikuaishi,LN,1-------,AS,1401,,3917N 12234E,,39.283333,122.566667,1
,CNSYM,Simao,Simao,YN,1-------,AS,1401,,2248N 10058E,,22.800000,100.966667,1
,CNSOG,Songgai,Songgai,CQ,1-------,RL,1401,,,,,,1
,CNSGJ,Songjiang,Songjiang,SH,1-------,AS,1401,,3101N 12114E,,31.016667,121.233333,1
,CNSMN,Songmen,Songmen,ZJ,1-------,RL,1401,,,,,,1
,CNSON,Songxia Pt,Songxia Pt,FJ,1-------,AS,1407,,2541N 11935E,,25.683333,119.583333,1
,CNSZK,Songzikou,Songzikou,HB,1-------,RL,1401,,,,,,1
,CNSBN,Suibin,Suibin,HL,1-------,AS,1401,,4718N 13151E,,47.300000,131.850000,1
,CNCFF,Suidong,Suidong,HL,1-------,RL,1401,,,,,,1
,CNSNN,Suining,Suining,SC,1-------,AS,1801,,3032N 10532E,,30.533333,105.533333,1
,CNSIZ,Suizhong,Suizhong,LN,1-------,RL,1401,,,,,,1
,CNSUW,Sunwu,Sunwu,HL,1------B,AS,1401,,4925N 12719E,,49.416667,127.316667,1
,CNSZH,Suzhou,Suzhou,JS,1---56--,AS,1601,SZV,3119N 12037E,,31.316667,120.616667,1
,CNSZG,Suzhou Pt,Suzhou Pt,JS,1-------,AS,1407,,,,,,1
,CNTAC,Taicang Pt,Taicang Pt,JS,1-------,AS,1407,,3127N 12106E,,31.450000,121.100000,1
,CNTJG,Taijiang,Taijiang,FJ,1-3--6--,RL,0407,,2605N 11930E,,26.083333,119.500000,1
,CNTAP,Taiping,Taiping,GD,1-------,AS,1601,,2102N 11010E,,21.033333,110.166667,1
,CNTPK,Taipingkou,Taipingkou,HB,1-------,RL,1401,,,,,,1
,CNTPW,Taipingwan,Taipingwan,LN,1-------,AS,1401,,3716N 11950E,,37.266667,119.833333,1
,CNTIS,Taishan,Taishan,GD,1-------,RL,1401,,,,,,1
,CNTZO,Taizhou,Taizhou,JS,1-3-----,RL,0907,,3229N 11954E,,32.483333,119.900000,1
,CNTZU,Taizhou,Taizhou,JS,123-----,AS,2107,,3230N 11954E,,32.500000,119.900000,1
,CNTAZ,Taizhou Pt,Taizhou Pt,ZJ,1-------,AS,1407,,,,,,1
,CNTNO,Tanggou,Tanggou,AH,1-------,RL,1401,,,,,,1
,CNTGG,Tanggu,Tanggu,TJ,1-------,AS,1601,,3901N 11739E,,39.016667,117.650000,1
,CNTJA,Tangjia,Tangjia,GD,1-------,RL,1401,,,,,,1
,CNTGS,Tangshan Pt,Tangshan Pt,HE,1-------,AS,1407,,3936N 11811E,,39.600000,118.183333,1
,CNQNH,Tanmen,Tanmen,HI,1-------,AS,1407,,1914N 11028E,,19.233333,110.466667,1
,CNYKU,Taokou,Taokou,AH,1-------,RL,1401,,,,,,1
,CNTXI,Tengxian,Tengxian,GX,1-------,RL,1401,,,,,,1
,CNTID,Tiandong,Tiandong,GX,1-------,RL,1401,,,,,,1
,CNTNJ,Tianjin,Tianjin,TJ,12345---,AS,1401,,3902N 11712E,,39.033333,117.200000,1
,CNTNG,Tianjin Pt,Tianjin Pt,TJ,1-------,AS,1601,,3859N 11745E,,38.983333,117.750000,1
,CNTXG,Tianjin Xingang Pt,Tianjin Xingang Pt,TJ,1-------,AS,1607,,3859N 11742E,,38.983333,117.700000,1
,CNTBS,Tianjinbaoshuiqu,Tianjinbaoshuiqu,TJ,1-------,AS,1401,,,,,,1
,CNTIY,Tianyang,Tianyang,GX,1-------,RL,1401,,,,,,1
,CNTZE,Tianzhen,Tianzhen,HB,1-------,RL,1401,,,,,,1
,CNBHT,Tieshan,Tieshan,GX,1-------,RL,1401,,,,,,1
,CNTOH,Tonghe,Tonghe,HL,1-------,RL,1401,,,,,,1
,CNTOJ,Tongjiang,Tongjiang,HL,1-------,AS,1601,,4739N 13230E,,47.650000,132.500000,1
,CNTOL,Tongling,Tongling,AH,123-----,AS,2107,,3056N 11748E,,30.933333,117.800000,1
,CNTXZ,Tongxiang,Tongxiang,ZJ,1-3-----,RL,1401,,3038N 12034E,,30.633333,120.566667,1
,CNTOX,Tongxing,Tongxing,AH,1-------,RL,1401,,,,,,1
,CNTOZ,Tongzhao,Tongzhao,ZJ,1-------,RL,1401,,,,,,1
,CNTFG,Tuanfeng,Tuanfeng,HB,1-------,RL,1401,,,,,,1
,CNTJD,Tuojidao,Tuojidao,SD,1-------,RL,1401,,,,,,1
,CNTQO,Tuqiao,Tuqiao,AH,1-------,RL,1401,,,,,,1
,CNWIG,Waigang,Waigang,SH,1-------,AS,1401,,,,,,1
,CNWGQ,Waigaoqiao Pt,Waigaoqiao Pt,SH,1-------,AS,1601,,,,,,1
,CNWIH,Waihai,Waihai,GD,1-------,AS,1401,,2235N 11308E,,22.583333,113.133333,1
,CNWJG,Wangjiang,Wangjiang,AH,1-------,RL,1401,,,,,,1
,CNWAS,Wanshan Pt,Wanshan Pt,GD,1-------,AS,1407,,2156N 11343E,,21.933333,113.716667,1
,CNWAX,Wanxian,Wanxian,CQ,1-------,RL,1401,,,,,,1
,CNWAZ,Wanzai,Wanzai,GD,1-------,AS,1401,,2211N 11331E,,22.183333,113.516667,1
,CNWZH,Wanzhou,Wanzhou,CQ,1-------,AS,1401,,,,,,1
,CNWEF,Weifang,Weifang,SD,1234----,AS,2107,,3643N 11906E,,36.716667,119.100000,1
,CNWEI,Weihai,Weihai,SD,1--45---,AS,1601,,3731N 12207E,,37.516667,122.116667,1
,CNWEH,Weihai Dashuipo Apt,Weihai Dashuipo Apt,SD,1--45---,AS,1601,,,,,,1
,CNWEG,Weihai Pt,Weihai Pt,SD,1-------,AS,1401,,3730N 12210E,,37.500000,122.166667,1
,CNWIT,Weitou,Weitou,FJ,1-------,AS,1401,,2432N 11836E,,24.533333,118.600000,1
,CNWYK,Weiyuankou,Weiyuankou,HB,1-------,RL,1401,,,,,,1
,CNLMG,Wenling Longmen Port,Wenling Longmen Port,ZJ,1----6--,AS,1801,,2825N 12159E,,28.416667,121.983333,1
,CNWSH,Wenshan,Wenshan,YN,1-3-----,RL,0601,,2322N 10415E,,23.366667,104.250000,1
,CNWNZ,Wenzhou,Wenzhou,ZJ,1234----,AS,2107,,,,,,1
,CNWZO,Wenzhou Pt,Wenzhou Pt,ZJ,1-------,AS,1407,,2801N 12039E,,28.016667,120.650000,1
,CNWUC,Wu Chong Kou,Wu Chong Kou,GD,1-3-----,RQ,2007,,2305N 11325E,,23.083333,113.416667,1
,CNWHU,Wuchuan,Wuchuan,GD,1-3-----,RL,0607,,2127N 11045E,,21.450000,110.750000,1
,CNNHN,Wuhan,Wuhan,HB,12-45---,AS,1601,,3035N 11417E,,30.583333,114.283333,1
,CNWHG,Wuhan Pt,Wuhan Pt,HB,1-------,AS,1401,,,,,,1
,CNWHE,Wuhe,Wuhe,GD,1-------,RL,1401,,,,,,1
,CNWHI,Wuhu,Wuhu,AH,123-----,AS,2107,,3119N 11822E,,31.316667,118.366667,1
,CNWJI,Wujin,Wujin,JS,1-------,RL,1401,,,,,,1
,CNWUK,Wukan,Wukan,GD,1-------,AS,1401,,2251N 11539E,,22.850000,115.650000,1
,CNWSA,Wusha,Wusha,AH,1-------,RL,1401,,,,,,1
,CNWSN,Wushan,Wushan,CQ,1-------,RL,1401,,,,,,1
,CNWUG,Wusong Pt,Wusong Pt,SH,1-------,AS,1407,,0312N 12129E,,3.200000,121.483333,1
,CNWXS,Wuxi,Wuxi,JS,1--4-6--,AS,1407,,3134N 12018E,,31.566667,120.300000,1
,CNWXA,Wuxuan,Wuxuan,GX,1-3-----,RL,1401,,,,,,1
,CNWXP,Wuxue Pt,Wuxue Pt,HB,1-------,RL,1401,,,,,,1
,CNWYP,Wuyapao,Wuyapao,HL,1-------,RL,1401,,,,,,1
,CNWUZ,Wuzhou,Wuzhou,GX,123-----,AS,2107,,2329N 11120E,,23.483333,111.333333,1
,CNXDJ,Xiadaiji,Xiadaiji,JL,1-------,RL,1401,,,,,,1
,CNXIH,Xiahai,Xiahai,GD,1-------,RL,1401,,,,,,1
,CNXUA,Xiahua,Xiahua,GD,1-3-----,RL,1401,,,,,,1
,CNFQX,Xialong,Xialong,FJ,1-------,AS,1407,,2542N 11923E,,25.700000,119.383333,1
,CNXAM,Xiamen,Xiamen,FJ,12-45---,AS,2001,,2427N 11806E,,24.450000,118.100000,1
,CNXMG,Xiamen Pt,Xiamen Pt,FJ,1-------,AS,1401,,2421N 11812E,,24.350000,118.200000,1
,CNXIA,Xian,Xian,SN,12-456--,AS,1601,,3417N 10857E,,34.283333,108.950000,1
,CNXAN,"Xiang'an, Xiamen","Xiang'an, Xiamen",FJ,1----6--,AA,2207,,2438N 11815E,,24.633333,118.250000,1
,CNXGK,Xiangkou,Xiangkou,AH,1-------,RL,1401,,,,,,1
,CNXSI,Xiangshui,Xiangshui,JS,1-3-----,RL,1401,,,,,,1
,CNXTA,Xiangtan,Xiangtan,HN,1-3-----,RL,0507,,2751N 11254E,,27.850000,112.900000,1
,CNXAG,Xianguojilugang,Xianguojilugang,SN,123-56--,AS,1601,,,,,,1
,CNXXY,Xiangyu Terminal/ Xiamen,Xiangyu Terminal/ Xiamen,FJ,1-3--6--,RQ,0907,,2706N 12019E,,27.100000,120.316667,1
,CNXZI,Xiangzhi,Xiangzhi,FJ,1-------,AS,1401,,2446N 11846E,,24.766667,118.766667,1
,CNXGZ,Xiangzhou,Xiangzhou,GD,1-3-----,AS,1407,,,,,,1
,CNXZU,Xiangzhou,Xiangzhou,GX,1-------,RL,1401,,,,,,1
,CNXNG,Xianing,Xianing,HN,1-------,AS,1601,,,,,,1
,CNXTN,Xiantan,Xiantan,SC,1-3-----,RL,0601,,2920N 10453E,,29.333333,104.883333,1
,CNXCI,Xiaochi,Xiaochi,HB,1-------,RL,1401,,,,,,1
,CNXCU,Xiaocuo Pt,Xiaocuo Pt,FJ,1-------,AS,1407,,2512N 11957E,,25.200000,119.950000,1
,CNXHO,Xiaohudao,Xiaohudao,GD,1-------,RQ,0401,,2305N 11326E,,23.083333,113.433333,1
,CNXJB,Xiaojiangba,Xiaojiangba,AH,1-------,RL,1401,,,,,,1
,CNXAO,Xiaolan,Xiaolan,GD,1-------,AS,1401,,2240N 11313E,,22.666667,113.216667,1
,CNXOT,Xiaotang,Xiaotang,GD,123-----,RL,0607,,2305N 11259E,,23.083333,112.983333,1
,CNXAS,Xiashan,Xiashan,GD,1-------,AS,1401,,,,,,1
,CNXYN,Xiaying,Xiaying,SD,1-------,RL,1401,,,,,,1
,CNZXZ,Xiazhai,Xiazhai,FJ,1-------,AS,1407,,,,,,1
,CNXCG,Xichong Pt,Xichong Pt,GD,1-------,AS,1407,,,,,,1
,CNXTI,Xidi,Xidi,GD,1-------,AS,1601,,,,,,1
,CNXEX,Xiexu,Xiexu,GX,1-------,RL,1401,,,,,,1
,CNXIJ,Xijiang,Xijiang,GX,1-------,RL,1401,,2117N 11452E,,21.283333,114.866667,1
,CNXLS,Xiliangshan,Xiliangshan,AH,1-------,RL,1401,,,,,,1
,CNXHT,Xilin Hot,Xilin Hot,NM,1-------,RL,1401,,4358N 11602E,,43.966667,116.033333,1
,CNSHX,Xinan,Xinan,GD,1-------,AS,1601,,,,,,1
,CNLSX,Xincun,Xincun,SD,1-------,AS,1407,,1830N 11001E,,18.500000,110.016667,1
,CNXID,Xindi,Xindi,HB,1-------,RL,1401,,,,,,1
,CNXDI,Xindian,Xindian,HL,1-------,RL,1401,,,,,,1
,CNXDU,Xindu,Xindu,GX,1-------,RL,1401,,,,,,1
,CNXIP,Xingang,Xingang,AH,1-------,RL,1401,,,,,,1
,CNXGA,Xingang,Xingang,GD,1-------,AS,1601,,2302N 11306E,,23.033333,113.100000,1
,CNXCE,Xingcheng,Xingcheng,LN,1-------,RL,1401,,,,,,1
,CNXGD,Xingdong,Xingdong,HL,1-3--6-B,RL,0501,,4755N 13051E,,47.916667,130.850000,1
,CNXHK,Xinhekou,Xinhekou,HB,1-------,RL,1401,,,,,,1
,CNDMX,Xinhuan,Xinhuan,GD,1-------,AS,1407,,,,,,1
,CNXIN,Xinhui Pt,Xinhui Pt,GD,1-------,AS,1601,,2232N 11301E,,22.533333,113.016667,1
,CNXIK,Xinkai,Xinkai,HB,1-------,RL,1401,,,,,,1
,CNXNA,Xinsha,Xinsha,GD,1-3-----,RL,0401,,2259N 11332E,,22.983333,113.533333,1
,CNXIT,Xintang Pt,Xintang Pt,GD,1-------,AS,1601,,2307N 11337E,,23.116667,113.616667,1
,CNXNI,Xinxing,Xinxing,JS,1-------,RL,1401,,,,,,1
,CNCNX,Xinxu,Xinxu,GD,1-------,RL,1401,,,,,,1
,CNING,Xinyang,Xinyang,HA,1-------,RL,1107,,3208N 11403E,,32.133333,114.050000,1
,CNXYI,Xinying,Xinying,HI,1-3-----,RL,1401,,1944N 10917E,,19.733333,109.283333,1
,CNXTO,Xitou,Xitou,GD,1-------,AS,1601,,2139N 11147E,,21.650000,111.783333,1
,CNXUL,Xiulin,Xiulin,HB,1-------,RL,1401,,,,,,1
,CNXYG,Xiuyu Pt,Xiuyu Pt,FJ,1-------,AS,1601,,2514N 11857E,,25.233333,118.950000,1
,CNXUM,Xuanmen,Xuanmen,ZJ,1-------,RL,1401,,,,,,1
,CNXEO,Xueao,Xueao,ZJ,1-------,RL,1401,,,,,,1
,CNXJD,Xuejiadao,Xuejiadao,SD,1-------,RL,1401,,,,,,1
,CNXTZ,Xuetangzhou,Xuetangzhou,HB,1-------,RL,1401,,,,,,1
,CNXUK,Xunke,Xunke,HL,1-------,AS,1601,,4933N 12828E,,49.550000,128.466667,1
,CNYBG,Yabagou,Yabagou,LN,1-------,AS,1401,,,,,,1
,CNYJC,Yangjiachang,Yangjiachang,HB,1-------,RL,1401,,,,,,1
,CNYJI,Yangjiang,Yangjiang,GD,123-----,AS,2107,,2150N 11158E,,21.833333,111.966667,1
,CNYGK,Yangkou,Yangkou,SD,1-------,AS,1601,,,,,,1
,CNYKG,Yangkou Pt,Yangkou Pt,JS,1-------,AS,1607,,3233N 12124E,,32.550000,121.400000,1
,CNYLI,Yangli,Yangli,GZ,1-------,RL,1401,,,,,,1
,CNYMD,Yangmadao,Yangmadao,SD,1-------,RL,1401,,,,,,1
,CNYPE,Yangpeng,Yangpeng,AH,1-------,RL,1401,,,,,,1
,CNYPG,Yangpu Pt,Yangpu Pt,HI,1-------,AS,1407,,1942N 10912E,,19.700000,109.200000,1
,CNYSA,Yangshan,Yangshan,ZJ,1-------,AS,2301,,,,,,1
,CNYSN,Yangshan,Yangshan,GD,1-------,RL,1401,,,,,,1
,CNYSO,Yangshuo,Yangshuo,GX,1-------,RL,1401,,,,,,1
,CNYGX,Yangxi,Yangxi,HB,1-------,RL,1401,,,,,,1
,CNYXT,Yangxifengtou,Yangxifengtou,GD,1-------,RL,1401,,,,,,1
,CNYNG,Yangzhong,Yangzhong,JS,1-3-----,RL,1401,,3213N 11949E,,32.216667,119.816667,1
,CNYZH,Yangzhou,Yangzhou,JS,1234----,AS,2107,,3223N 11926E,,32.383333,119.433333,1
,CNYJA,Yanjia,Yanjia,GZ,1-------,RL,1401,,,,,,1
¦,CNYAT,Yantai,Yantai,SD,123456--,AS,2407,,3728N 12123E,,37.466667,121.383333,1
,CNYTG,Yantai Pt,Yantai Pt,SD,1-------,AS,1401,,3733N 12125E,,37.550000,121.416667,1
¦,CNYTN,Yantian,Yantian,GD,123--6--,AS,2407,,2236N 11418E,coordinates,22.600000,114.300000,1
,CNYGO,Yaogou,Yaogou,AH,1-------,RL,1401,,,,,,1
,CNYJP,Yaojia Pt,Yaojia Pt,HB,1-------,RL,1401,,,,,,1
,CNYIB,Yibin,Yibin,SC,1-------,AS,1407,,,,,,1
,CNYCG,Yichang Pt,Yichang Pt,HB,1-------,AS,1601,,,,,,1
,CNYCA,Yingchuan,Yingchuan,JS,1-------,RL,1401,,,,,,1
,CNYGD,Yingde,Yingde,GD,1-------,AS,1401,,,,,,1
,CNLJY,Yingzai,Yingzai,GD,1-------,AS,1407,,2137N 11017E,,21.616667,110.283333,1
,CNYIK,Yinkou,Yinkou,LN,1234----,AS,2107,,4039N 12213E,,40.650000,122.216667,1
,CNYXS,Yixing,Yixing,JS,1-3-----,AS,1407,,,,,,1
,CNYIZ,Yizheng,Yizheng,JS,1-3-----,RL,0407,,3216N 11910E,,32.266667,119.166667,1
,CNYGN,Yongan,Yongan,ZJ,1-------,RL,1401,,,,,,1
,CNYFU,Yongfu,Yongfu,GX,1-3-----,RL,1401,,2459N 10959E,,24.983333,109.983333,1
,CNYLO,Yonglong,Yonglong,JS,1-------,RL,1401,,,,,,1
,CNYNN,Yongning,Yongning,GX,1-------,RL,1401,,,,,,1
,CNYTI,Yongtai,Yongtai,GD,1-------,AS,1401,,,,,,1
,CNYSH,Yuanshi,Yuanshi,HB,1-------,RL,1401,,,,,,1
,CNYHG,Yuecheng,Yuecheng,GD,1-------,RL,1401,,,,,,1
,CNYLA,Yuelai,Yuelai,HL,1-------,RL,1401,,,,,,1
,CNYYA,Yueyang,Yueyang,HN,1-3--6--,AS,1601,,2922N 11306E,,29.366667,113.100000,1
,CNYUH,Yuhuan,Yuhuan,ZJ,1-------,RL,1107,,2808N 12114E,,28.133333,121.233333,1
,CNYYP,Yuyue Pt,Yuyue Pt,HB,1-------,RL,1401,,,,,,1
,CNYZU,Yuzhu,Yuzhu,GD,1-3-----,RL,0601,,2306N 11325E,,23.100000,113.416667,1
,CNZAG,Zhanghu,Zhanghu,AH,1-------,RL,1401,,,,,,1
,CNZJB,Zhangjiabian,Zhangjiabian,GD,1-3--6--,RL,0601,,2233N 11327E,,22.550000,113.450000,1
,CNWHZ,Zhangjiabu,Zhangjiabu,SD,1-------,AS,1407,,,,,,1
,CNZJG,Zhangjiagang,Zhangjiagang,JS,1-------,AS,1401,,3152N 12032E,,31.866667,120.533333,1
,CNZGS,Zhangshan,Zhangshan,JS,1-3-----,RL,0607,,3407N 11819E,,34.116667,118.316667,1
,CNZGW,Zhangwan,Zhangwan,FJ,1-------,AS,1401,,2642N 11935E,,26.700000,119.583333,1
,CNZZH,Zhangzhou,Zhangzhou,FJ,123-----,AA,2207,,2431N 11739E,,24.516667,117.650000,1
,CNZNG,Zhanjiang Pt,Zhanjiang Pt,GD,1-------,AS,1601,,2105N 11030E,,21.083333,110.500000,1
,CNZDO,Zhaodong,Zhaodong,HL,123--6--,RL,0601,,4604N 12559E,,46.066667,125.983333,1
,CNZHG,Zhaogang,Zhaogang,AH,1-3-----,RL,0607,,3233N 11638E,,32.550000,116.633333,1
,CNZPI,Zhaoping,Zhaoping,GD,1-------,RL,1401,,,,,,1
,CNZQG,Zhaoqing,Zhaoqing,GD,123-----,AS,2107,,2303N 11227E,,23.050000,112.450000,1
,CNZHY,Zhaoyuan,Zhaoyuan,HL,1-3-----,RL,1401,,,,,,1
,CNZPO,Zhapo,Zhapo,GD,1-------,AS,1401,,2134N 11151E,,21.566667,111.850000,1
,CNZPK,Zhapoyouku,Zhapoyouku,GD,1-------,RL,1401,,,,,,1
,CNZPU,Zhapu Pt,Zhapu Pt,ZJ,1-------,AS,1407,,3035N 12105E,,30.583333,121.083333,1
,CNZEL,Zhelin,Zhelin,GD,1-------,AS,1401,,2335N 11706E,,23.583333,117.100000,1
,CNZPG,zhengpugang Pt,zhengpugang Pt,AH,1-------,AS,1607,,3138N 11823E,,31.633333,118.383333,1
,CNZHI,Zhenhai Pt,Zhenhai Pt,ZJ,1-------,AS,1601,,,,,,1
,CNZHE,Zhenjiang,Zhenjiang,JS,1234----,AS,2107,,3211N 11927E,,32.183333,119.450000,1
,CNZXI,Zhexiang,Zhexiang,GZ,1-------,RL,1401,,,,,,1
,CNZCG,Zhicheng,Zhicheng,HB,1-------,RL,1401,,,,,,1
,CNZSN,Zhongshan,Zhongshan,GD,123-----,AS,2107,,2231N 11322E,,22.516667,113.366667,1
,CNZGT,Zhongtang,Zhongtang,GD,1-------,AS,1601,,2305N 11339E,,23.083333,113.650000,1
,CNZXN,Zhongxian,Zhongxian,CQ,1-------,RL,1401,,,,,,1
,CNZQJ,Zhouqujia,Zhouqujia,AH,1-------,RL,1401,,,,,,1
,CNZOS,Zhoushan,Zhoushan,ZJ,123-----,AS,2107,,,,,,1
,CNZZG,Zhouzhuang,Zhouzhuang,JS,1-------,RL,1401,,,,,,1
,CNZHH,Zhuanghe Pt,Zhuanghe Pt,LN,1-------,AS,1601,,3941N 12258E,,39.683333,122.966667,1
,CNZYO,Zhuangyuanao,Zhuangyuanao,ZJ,1-------,RQ,1007,,2753N 12107E,,27.883333,121.116667,1
,CNZUH,Zhuhai,Zhuhai,GD,123-----,AS,2107,,2217N 11334E,,22.283333,113.566667,1
,CNZLO,Zhuliao,Zhuliao,GD,1-3--6--,RL,0601,,2322N 11320E,,23.366667,113.333333,1
,CNZUS,Zhushan,Zhushan,GX,1-------,RL,1401,,,,,,1
,CNZUY,Zhuyang,Zhuyang,CQ,1-------,RL,1401,,,,,,1
,CNZIY,Ziyuan Pt,Ziyuan Pt,GX,1-------,RL,1401,,,,,,1
,CNZYG,Zongyang,Zongyang,AH,1-------,RL,1401,,,,,,1
