hour_index,province_abbr,load_mwh
730,QH,8796.1147
730,NX,12190.28086
730,XJ,30656.95646
731,BJ,18075.17987
731,TJ,11938.23437
731,HE,45948.50389
731,SX,26482.21886
731,NM,38035.95345
731,LN,30584.45695
731,JL,11487.28852
731,HL,13492.08704
731,SH,25982.61048
731,JS,88301.78881
731,ZJ,65311.39233
731,AH,28770.68975
731,FJ,28457.78458
731,JX,18922.09973
731,SD,77410.64189
731,HA,42707.75579
731,HB,27181.33528
731,HN,26533.28933
731,GD,78394.35068
731,GX,25260.01052
731,HI,4584.942605
731,CQ,16056.4354
731,SC,33084.09891
731,GZ,24471.56645
731,YN,23958.76748
731,XZ,816.7491588
731,SN,22074.07913
731,GS,16072.43339
731,QH,8287.766064
731,NX,12136.27158
731,XJ,30858.29743
732,BJ,18385.67454
732,TJ,12331.64144
732,HE,48105.18141
732,SX,27848.83461
732,NM,38829.43305
732,LN,30575.31762
732,JL,11651.87566
732,HL,14266.38924
732,SH,26386.61442
732,JS,89891.17569
732,ZJ,64246.00153
732,AH,31051.42444
732,FJ,30890.10541
732,JX,20529.89424
732,SD,79772.27314
732,HA,46138.67212
732,HB,28756.18067
732,HN,29390.55157
732,GD,81372.15162
732,GX,26686.05063
732,HI,4461.429543
732,CQ,17110.47725
732,SC,36306.52607
732,GZ,25406.06427
732,YN,24327.73256
732,XZ,839.8006818
732,SN,23556.53119
732,GS,16265.05743
732,QH,8454.970137
732,NX,12190.095
732,XJ,31473.2585
733,BJ,18355.42479
733,TJ,11847.65538
733,HE,47771.93202
733,SX,29035.17866
733,NM,38618.28604
733,LN,29651.21899
733,JL,11025.85314
733,HL,13223.83851
733,SH,26531.86479
733,JS,87607.83582
733,ZJ,60476.44392
733,AH,30789.57685
733,FJ,29219.30925
733,JX,18835.27546
733,SD,78766.22746
733,HA,48704.17137
733,HB,29025.72507
733,HN,29325.8021
733,GD,74180.54222
733,GX,25337.7802
733,HI,3785.03852
733,CQ,16519.60796
733,SC,37604.592
733,GZ,24275.88455
733,YN,23121.45088
733,XZ,811.7401592
733,SN,24215.45289
733,GS,16824.27576
733,QH,8507.034267
733,NX,12242.41969
733,XJ,31642.57718
734,BJ,18243.46105
734,TJ,11943.83966
734,HE,46441.00617
734,SX,28041.6277
734,NM,37897.2793
734,LN,29838.20231
734,JL,11130.80719
734,HL,12769.67563
734,SH,26753.70162
734,JS,91357.57805
734,ZJ,65242.87326
734,AH,32392.17021
734,FJ,28661.58659
734,JX,19292.12724
734,SD,78388.45684
734,HA,50241.18761
734,HB,31060.02654
734,HN,29911.75723
734,GD,72338.5987
734,GX,25155.20729
734,HI,3423.056032
734,CQ,16753.9524
734,SC,38325.23816
734,GZ,22099.11202
734,YN,21096.94981
734,XZ,771.2070109
734,SN,24833.23903
734,GS,16222.07708
734,QH,8906.30331
734,NX,12387.21154
734,XJ,31695.47412
735,BJ,18216.95793
735,TJ,12184.52549
735,HE,46899.74293
735,SX,27582.05878
735,NM,37728.37031
735,LN,30395.88381
735,JL,11214.49842
735,HL,12979.66641
735,SH,26848.9337
735,JS,91396.6267
735,ZJ,66985.18274
735,AH,32384.17516
735,FJ,29963.40679
735,JX,20069.23993
735,SD,79958.71938
735,HA,49391.84054
735,HB,31688.4877
735,HN,29904.36525
735,GD,81145.57795
735,GX,26142.01603
735,HI,3324.772897
735,CQ,17467.59267
735,SC,38892.46955
735,GZ,22063.26665
735,YN,21080.30756
735,XZ,742.3935505
735,SN,24713.46955
735,GS,15973.1265
735,QH,8941.744144
735,NX,12362.4806
735,XJ,31559.47498
736,BJ,18104.79085
736,TJ,12239.46321
736,HE,47860.45232
736,SX,27889.49839
736,NM,38284.89766
736,LN,30231.49666
736,JL,11339.16063
736,HL,13004.33984
736,SH,26332.95686
736,JS,91456.70249
736,ZJ,66484.40933
736,AH,32040.23226
736,FJ,29772.71168
736,JX,20219.9072
736,SD,80761.74089
736,HA,48683.54792
736,HB,31591.68806
736,HN,28691.42474
736,GD,83027.21739
736,GX,27276.4222
736,HI,3299.165032
736,CQ,17819.13195
736,SC,39086.48197
736,GZ,22387.03381
736,YN,21474.51016
736,XZ,745.3634339
736,SN,24712.72433
736,GS,15865.07539
736,QH,9129.518361
736,NX,12511.927
736,XJ,31359.62167
737,BJ,18261.12611
737,TJ,12234.20404
737,HE,47563.92574
737,SX,28074.67536
737,NM,38512.45906
737,LN,30514.38352
737,JL,11493.14438
737,HL,13670.54359
737,SH,26324.0101
737,JS,89984.58392
737,ZJ,66151.45382
737,AH,31495.70659
737,FJ,29992.24948
737,JX,20256.84891
737,SD,79483.37236
737,HA,48065.61196
737,HB,31060.54782
737,HN,28220.4827
737,GD,82938.9888
737,GX,27136.02968
737,HI,3450.550984
737,CQ,18341.03795
737,SC,38513.07658
737,GZ,22034.02654
737,YN,22034.61818
737,XZ,758.1475298
737,SN,24558.07594
737,GS,16037.40795
737,QH,9061.076625
737,NX,12505.54193
737,XJ,31470.97342
738,BJ,18327.6704
738,TJ,12179.65105
738,HE,48313.12913
738,SX,29061.02009
738,NM,39454.42674
738,LN,29958.76028
738,JL,11649.4419
738,HL,14379.30679
738,SH,25522.80161
738,JS,86649.76937
738,ZJ,62841.97643
738,AH,30885.57049
738,FJ,29864.12504
738,JX,20165.54816
738,SD,78586.61168
738,HA,46901.3322
738,HB,30093.28807
738,HN,28942.5706
738,GD,81561.73094
738,GX,27782.87364
738,HI,4100.554643
738,CQ,18132.75901
738,SC,38075.19908
738,GZ,23910.35594
738,YN,23779.61724
738,XZ,787.266101
738,SN,24527.54649
738,GS,16736.25028
738,QH,8735.450264
738,NX,12903.34858
738,XJ,31616.76933
739,BJ,18105.89443
739,TJ,11774.45772
739,HE,47666.0225
739,SX,29068.55215
739,NM,39787.06897
739,LN,29347.88974
739,JL,11277.12215
739,HL,13631.28101
739,SH,24289.4807
739,JS,81795.88471
739,ZJ,56479.55768
739,AH,28813.51166
739,FJ,28672.01153
739,JX,19137.98719
739,SD,75870.86156
739,HA,46053.18276
739,HB,27163.4198
739,HN,26925.53044
739,GD,72062.98881
739,GX,26303.60218
739,HI,4092.911888
739,CQ,17126.21792
739,SC,36274.69948
739,GZ,24408.73227
739,YN,24454.04574
739,XZ,787.2136544
739,SN,23915.38377
739,GS,17077.71937
739,QH,8696.462483
739,NX,13051.34397
739,XJ,31695.45923
740,BJ,17881.63669
740,TJ,11352.63795
740,HE,46798.39201
740,SX,28755.36072
740,NM,39881.39425
740,LN,29054.84639
740,JL,11114.35054
740,HL,13376.01496
740,SH,24075.35058
740,JS,82180.61575
740,ZJ,55824.62182
740,AH,29098.22465
740,FJ,28039.70676
740,JX,18368.18022
740,SD,73857.59636
740,HA,44509.79273
740,HB,25110.91207
740,HN,25573.76729
740,GD,72280.72948
740,GX,25048.11116
740,HI,4048.636638
740,CQ,15822.827
740,SC,34697.02768
740,GZ,23830.25859
740,YN,23181.60036
740,XZ,778.034615
740,SN,22986.86431
740,GS,16765.13536
740,QH,8981.541701
740,NX,13051.18831
740,XJ,32032.22337
741,BJ,18078.23794
741,TJ,11490.35855
741,HE,47394.71975
741,SX,29454.49998
741,NM,39676.21413
741,LN,29806.03285
741,JL,11295.07663
741,HL,13520.85905
741,SH,24139.14346
741,JS,86898.6819
741,ZJ,57502.83128
741,AH,33531.66367
741,FJ,28233.31569
741,JX,20524.11162
741,SD,73862.30996
741,HA,46208.04819
741,HB,28431.73504
741,HN,29317.60928
741,GD,73335.73279
741,GX,26837.03603
741,HI,4558.709542
741,CQ,15943.93147
741,SC,34731.17375
741,GZ,24681.67023
741,YN,23151.54477
741,XZ,786.94448
741,SN,23798.19914
741,GS,16352.19561
741,QH,8899.65198
741,NX,13137.44351
741,XJ,31973.63366
742,BJ,17948.08359
742,TJ,11255.82813
742,HE,47741.13646
742,SX,28754.76174
742,NM,39325.32019
742,LN,29593.41794
742,JL,10781.86818
742,HL,12824.85808
742,SH,24078.52542
742,JS,87195.26826
742,ZJ,57974.21714
742,AH,33982.56237
742,FJ,28673.33339
742,JX,21774.68725
742,SD,72133.53746
742,HA,47868.46065
742,HB,30440.94583
742,HN,30745.88501
742,GD,72910.72709
742,GX,27112.32072
742,HI,4293.946627
742,CQ,17110.18442
742,SC,37838.32441
742,GZ,23765.18262
742,YN,23152.77898
742,XZ,871.2759696
742,SN,24696.31541
742,GS,16661.79144
742,QH,9068.66279
742,NX,13196.15662
742,XJ,31856.42008
743,BJ,17236.01925
743,TJ,10803.57498
743,HE,46538.53475
743,SX,28093.96879
743,NM,38763.52771
743,LN,30328.7983
743,JL,10077.89504
743,HL,11869.5451
743,SH,23512.00482
743,JS,84296.97852
743,ZJ,57492.87013
743,AH,32205.73368
743,FJ,29125.31032
743,JX,21397.36267
743,SD,71163.85842
743,HA,46890.53625
743,HB,30003.32723
743,HN,29265.95161
743,GD,72101.42661
743,GX,27087.71809
743,HI,3863.317617
743,CQ,16291.96596
743,SC,37028.5299
743,GZ,22140.01372
743,YN,22138.74593
743,XZ,860.8198244
743,SN,23973.95709
743,GS,16076.53706
743,QH,8668.295174
743,NX,12965.01837
743,XJ,32144.47868
744,BJ,16119.47563
744,TJ,10320.40007
744,HE,44183.26958
744,SX,26612.65575
744,NM,37442.17998
744,LN,28973.16601
744,JL,9398.359332
744,HL,11081.43108
744,SH,21804.50495
744,JS,79343.94437
744,ZJ,55153.07126
744,AH,30357.37693
744,FJ,28012.40318
744,JX,19213.22464
744,SD,68107.34453
744,HA,43827.93117
744,HB,27711.6954
744,HN,27249.70755
744,GD,70019.91342
744,GX,24951.30777
744,HI,3050.614052
744,CQ,14888.7634
744,SC,34234.36672
744,GZ,19777.1648
744,YN,20317.61005
744,XZ,785.1018679
744,SN,22007.15973
744,GS,15800.78913
744,QH,8546.809495
744,NX,12668.28762
744,XJ,32137.75743
745,BJ,14507.767
745,TJ,9298.532704
745,HE,39556.03023
745,SX,24448.71209
745,NM,36172.45531
745,LN,27680.34982
745,JL,8846.429766
745,HL,10434.04084
745,SH,19599.10995
745,JS,73304.88882
745,ZJ,48052.82788
745,AH,27817.52431
745,FJ,23904.35139
745,JX,16521.42743
745,SD,70257.87821
745,HA,41576.59718
745,HB,25627.13205
745,HN,27853.69806
745,GD,62694.97664
745,GX,19630.9576
745,HI,4393.531172
745,CQ,15228.04817
745,SC,28951.37587
745,GZ,16503.22523
745,YN,17590.11025
745,XZ,674.0958229
745,SN,20693.01301
745,GS,15100.53953
745,QH,8578.377255
745,NX,12226.10581
745,XJ,30867.52352
746,BJ,14340.2583
746,TJ,9131.5752
746,HE,38864.50258
746,SX,24368.2918
746,NM,35863.54279
746,LN,27020.6094
746,JL,8593.429524
746,HL,10205.39144
746,SH,18812.03887
746,JS,71977.68051
746,ZJ,46015.41414
746,AH,26303.36642
746,FJ,23571.38339
746,JX,16813.09632
746,SD,68279.71614
746,HA,41115.36723
746,HB,24689.36523
746,HN,22136.07321
746,GD,59247.36447
746,GX,18132.42852
746,HI,3767.049052
746,CQ,13803.57712
746,SC,27022.63548
746,GZ,15002.70716
746,YN,16900.14799
746,XZ,619.441291
746,SN,19390.31836
746,GS,14486.53073
746,QH,8554.340962
746,NX,12074.83367
746,XJ,30483.75408
747,BJ,13984.5658
747,TJ,8983.830229
747,HE,37797.52166
747,SX,23424.34737
747,NM,35669.79024
747,LN,26491.18476
747,JL,8465.038355
747,HL,10020.04724
747,SH,18024.06393
747,JS,70196.63771
747,ZJ,43813.92037
747,AH,25149.94197
747,FJ,22265.93883
747,JX,15456.01759
747,SD,66546.72906
747,HA,39144.10787
747,HB,23630.91623
747,HN,19964.48022
747,GD,56321.11767
747,GX,17387.15992
747,HI,3164.940528
747,CQ,12532.55194
747,SC,25697.86201
747,GZ,14015.00942
747,YN,16317.85276
747,XZ,601.7846022
747,SN,18546.66467
747,GS,14535.54573
747,QH,8495.960504
747,NX,12074.83522
747,XJ,29925.81848
748,BJ,13773.0032
748,TJ,8827.396516
748,HE,37620.25631
748,SX,23224.03753
748,NM,35323.98872
748,LN,26285.57278
748,JL,8277.157406
748,HL,9955.592577
748,SH,17443.28166
748,JS,68086.39485
748,ZJ,41902.99817
748,AH,23942.09697
748,FJ,21372.77472
748,JX,14547.66135
748,SD,64273.31636
748,HA,37267.63081
748,HB,22213.28259
748,HN,18495.1969
748,GD,54097.11267
748,GX,16209.05218
748,HI,2715.984712
748,CQ,11458.86109
748,SC,24366.21344
748,GZ,13728.01318
748,YN,15760.2815
748,XZ,576.8873976
748,SN,17834.76502
748,GS,14574.86586
748,QH,8384.5624
748,NX,12000.14227
748,XJ,29595.42671
749,BJ,13647.35686
749,TJ,8825.554651
749,HE,37221.233
749,SX,22883.44246
749,NM,35287.92959
749,LN,26299.61882
749,JL,8413.519717
749,HL,10055.32365
749,SH,17174.79301
749,JS,66765.0126
749,ZJ,40780.25576
749,AH,23007.67934
749,FJ,20317.12529
749,JX,13785.52574
749,SD,63010.83537
749,HA,35561.81422
749,HB,21092.2918
749,HN,17073.57803
749,GD,51094.50422
749,GX,15441.95762
749,HI,2360.385181
749,CQ,10790.53693
749,SC,23598.77302
749,GZ,13620.89846
749,YN,15794.94334
749,XZ,569.7531741
749,SN,17160.92192
749,GS,14409.2749
749,QH,8475.155294
749,NX,11893.34115
749,XJ,29465.71707
750,BJ,13702.23875
750,TJ,8742.839309
750,HE,37000.04099
750,SX,23026.66528
750,NM,35575.99554
750,LN,26311.60571
750,JL,8877.783923
750,HL,10943.29649
750,SH,17169.8837
750,JS,66545.00156
750,ZJ,40602.4377
750,AH,22502.37965
750,FJ,19563.46828
750,JX,13167.08213
750,SD,62993.43028
750,HA,34846.68373
750,HB,20475.40896
750,HN,15995.09421
750,GD,49685.66139
750,GX,15066.47015
750,HI,2239.825807
750,CQ,10325.7315
750,SC,23782.23767
750,GZ,13909.3218
750,YN,15469.1425
750,XZ,548.3747122
750,SN,16797.19429
750,GS,14182.88393
750,QH,8529.159242
750,NX,11891.82896
750,XJ,29352.73302
751,BJ,13732.7266
751,TJ,8986.528953
751,HE,38285.288
751,SX,23659.85354
751,NM,36483.38155
751,LN,27441.20786
751,JL,9836.227116
751,HL,12363.6424
751,SH,17383.24597
751,JS,68074.36886
751,ZJ,41708.88043
751,AH,22855.08923
751,FJ,20322.07146
751,JX,13489.41393
751,SD,65319.2027
751,HA,35542.37714
751,HB,20072.43188
751,HN,15994.85406
751,GD,49073.09191
751,GX,15731.1654
751,HI,2359.96301
751,CQ,10093.24599
751,SC,23708.84681
751,GZ,14489.33045
751,YN,16187.30765
751,XZ,566.6429735
751,SN,16920.58041
751,GS,14635.60417
751,QH,8536.686066
751,NX,12012.36873
751,XJ,29471.27394
752,BJ,14669.75411
752,TJ,9484.215626
752,HE,39470.12701
752,SX,25163.67076
752,NM,37165.5937
752,LN,27960.6714
752,JL,10130.66322
752,HL,12750.93425
752,SH,18454.54575
752,JS,69198.31726
752,ZJ,44879.70751
752,AH,23008.84362
752,FJ,20331.06749
752,JX,13318.1069
752,SD,67103.76541
752,HA,36955.41425
752,HB,20272.47468
752,HN,17398.74161
752,GD,50186.59291
752,GX,17676.77758
752,HI,2570.611238
752,CQ,10165.80334
752,SC,23643.83768
752,GZ,17042.01032
752,YN,17990.27043
752,XZ,604.7535274
752,SN,17727.08529
752,GS,15479.03331
752,QH,8948.454431
752,NX,12065.44185
752,XJ,29558.96679
753,BJ,15794.15488
753,TJ,10204.78231
753,HE,40443.73343
753,SX,24701.68485
753,NM,36960.26753
753,LN,27757.98618
753,JL,10419.09169
753,HL,12791.3706
753,SH,21046.49645
753,JS,75040.12681
753,ZJ,53890.98821
753,AH,24421.35039
753,FJ,22182.99214
753,JX,13891.244
753,SD,69958.57014
753,HA,37232.43633
753,HB,21540.95985
753,HN,19348.71992
753,GD,58232.41981
753,GX,19014.53361
753,HI,2921.430175
753,CQ,11513.95535
753,SC,24575.92284
753,GZ,20318.02689
753,YN,20151.06868
753,XZ,688.8221827
753,SN,18555.47417
753,GS,15535.01899
753,QH,8794.039561
753,NX,11813.39255
753,XJ,30038.33305
754,BJ,17079.99742
754,TJ,11198.07949
754,HE,43708.78488
754,SX,25339.37134
754,NM,37428.69605
754,LN,29293.00354
754,JL,11015.5896
754,HL,13020.98462
754,SH,24123.09872
754,JS,82157.82478
754,ZJ,59840.44739
754,AH,26392.98667
754,FJ,25553.3842
754,JX,16978.67677
754,SD,73874.79046
754,HA,39193.88681
754,HB,25080.85725
754,HN,23066.90768
754,GD,72087.70756
754,GX,22683.57549
754,HI,3910.933358
754,CQ,14381.03893
754,SC,29872.87247
754,GZ,23218.3338
754,YN,22646.64783
754,XZ,751.273621
754,SN,20386.57662
754,GS,15600.79967
754,QH,8801.653954
754,NX,12014.32846
754,XJ,30607.70103
755,BJ,17670.11667
755,TJ,11560.99091
755,HE,45397.00908
755,SX,26202.42075
755,NM,37866.02876
755,LN,30231.89856
755,JL,11345.9911
755,HL,13373.71608
755,SH,25320.70292
755,JS,87037.47639
755,ZJ,62953.02321
755,AH,28538.09158
755,FJ,28557.98933
755,JX,18751.69867
755,SD,76764.25245
755,HA,42410.58909
755,HB,27038.33251
755,HN,26374.7203
755,GD,76391.22588
755,GX,24669.10972
755,HI,4639.641664
755,CQ,15902.38039
755,SC,33036.09582
755,GZ,24307.70912
755,YN,24225.07766
755,XZ,799.2990539
755,SN,21821.18755
755,GS,15887.48846
755,QH,8310.388839
755,NX,11957.39384
755,XJ,30816.8154
756,BJ,17979.05669
756,TJ,11916.08531
756,HE,47560.51678
756,SX,27588.09105
756,NM,38655.4672
756,LN,30223.10715
756,JL,11500.78987
756,HL,14151.55993
756,SH,25694.13899
756,JS,88551.9343
756,ZJ,61959.53217
756,AH,30712.59655
756,FJ,30958.81713
756,JX,20330.52188
756,SD,79054.22505
756,HA,45861.62054
756,HB,28556.50234
756,HN,29176.918
756,GD,79116.33754
756,GX,25998.22035
756,HI,4513.462928
756,CQ,16945.66516
756,SC,36254.51837
756,GZ,25251.38718
756,YN,24613.30662
756,XZ,822.6989311
756,SN,23242.90883
756,GS,16068.00976
756,QH,8471.973867
756,NX,12014.13254
756,XJ,31455.51893
757,BJ,17948.9584
757,TJ,11479.23312
757,HE,47228.39624
757,SX,28790.97614
757,NM,38445.73545
757,LN,29334.18731
757,JL,10911.9983
757,HL,13104.24058
757,SH,25828.39939
757,JS,86376.23865
757,ZJ,58444.36976
757,AH,30462.94503
757,FJ,29309.65399
757,JX,18666.43891
757,SD,78078.70568
757,HA,48442.16107
757,HB,28816.34636
757,HN,29113.41638
757,GD,72534.99143
757,GX,24741.5933
757,HI,3822.473957
757,CQ,16360.82602
757,SC,37550.97114
757,GZ,24110.1049
757,YN,23344.04428
757,XZ,794.2143584
757,SN,23874.83687
757,GS,16592.0919
757,QH,8522.288333
757,NX,12069.29134
757,XJ,31631.37468
758,BJ,17837.55527
758,TJ,11566.05031
758,HE,45895.65992
758,SX,27783.57223
758,NM,37728.31979
758,LN,29514.05251
758,JL,11010.7105
758,HL,12648.00037
758,SH,26033.45155
758,JS,89949.20558
758,ZJ,62889.12827
758,AH,31990.89445
758,FJ,28759.15257
758,JX,19115.05855
758,SD,77712.39769
758,HA,49988.18868
758,HB,30777.43737
758,HN,29688.0791
758,GD,70849.35097
758,GX,24571.43007
758,HI,3452.67912
758,CQ,16592.77885
758,SC,38270.72173
758,GZ,21911.94835
758,YN,21213.84286
758,XZ,753.0686739
758,SN,24467.31451
758,GS,16027.7299
758,QH,8908.139574
758,NX,12221.92566
758,XJ,31686.31387
759,BJ,17811.18484
759,TJ,11783.29651
759,HE,46354.31986
759,SX,27317.59559
759,NM,37560.09727
759,LN,30050.50407
759,JL,11089.42442
759,HL,12858.95164
759,SH,26121.47815
759,JS,89986.41335
759,ZJ,64513.85494
759,AH,31983.27178
759,FJ,30044.11716
759,JX,19878.16823
759,SD,79235.01398
759,HA,49133.86197
759,HB,31383.28145
759,HN,29680.82958
759,GD,78908.99038
759,GX,25491.16436
759,HI,3352.274827
759,CQ,17299.13603
759,SC,38837.24821
759,GZ,21875.75085
759,YN,21196.33171
759,XZ,723.819785
759,SN,24352.45156
759,GS,15794.42111
759,QH,8942.389386
759,NX,12195.8552
759,XJ,31545.06406
760,BJ,17699.57938
760,TJ,11832.88403
760,HE,47317.05923
760,SX,27629.32179
760,NM,38114.16553
760,LN,29892.37484
760,JL,11206.6727
760,HL,12883.73793
760,SH,25644.54129
760,JS,90043.65697
760,ZJ,64046.8771
760,AH,31655.3487
760,FJ,29855.89111
760,JX,20026.12059
760,SD,80013.66952
760,HA,48421.41671
760,HB,31289.96544
760,HN,28491.26459
760,GD,80630.95826
760,GX,26548.46374
760,HI,3326.11429
760,CQ,17647.08765
760,SC,39031.01952
760,GZ,22202.69861
760,YN,21611.11586
760,XZ,726.8345492
760,SN,24351.73687
760,GS,15693.15894
760,QH,9123.853279
760,NX,12353.39618
760,XJ,31337.4948
761,BJ,17855.13187
761,TJ,11828.13703
761,HE,47019.3885
761,SX,27817.08067
761,NM,38340.62468
761,LN,30164.4927
761,JL,11351.49869
761,HL,13552.98889
761,SH,25636.27147
761,JS,88640.93896
761,ZJ,63736.39168
761,AH,31136.18538
761,FJ,30072.5864
761,JX,20062.39664
761,SD,78774.09035
761,HA,47799.85785
761,HB,30777.93989
761,HN,28029.39845
761,GD,80550.21655
761,GX,26417.61385
761,HI,3480.767471
761,CQ,18163.66731
761,SC,38458.32673
761,GZ,21846.22349
761,YN,22200.46744
761,XZ,739.8118382
761,SN,24203.42387
761,GS,15854.6637
761,QH,9057.71159
761,NX,12346.66528
761,XJ,31453.14563
762,BJ,17921.34297
762,TJ,11778.89678
762,HE,47766.68672
762,SX,28817.17787
762,NM,39277.96082
762,LN,29630.02105
762,JL,11498.50085
762,HL,14264.99396
762,SH,24895.68423
762,JS,85463.33864
762,ZJ,60650.26017
762,AH,30554.46758
762,FJ,29946.12087
762,JX,19972.74106
762,SD,77904.53995
762,HA,46628.75203
762,HB,29845.4899
762,HN,28737.57043
762,GD,79289.82959
762,GX,27020.49112
762,HI,4144.799585
762,CQ,17957.51398
762,SC,38020.99339
762,GZ,23740.98543
762,YN,24036.57388
762,XZ,769.3704486
762,SN,24174.14511
762,GS,16509.59714
762,QH,8743.028201
762,NX,12766.01864
762,XJ,31604.57044
763,BJ,17700.67744
763,TJ,11413.16394
763,HE,47117.21305
763,SX,28824.81495
763,NM,39608.7685
763,LN,29042.40527
763,JL,11148.32379
763,HL,13513.54672
763,SH,23755.67918
763,JS,80838.28221
763,ZJ,54717.22038
763,AH,28578.91897
763,FJ,28769.44253
763,JX,18963.696
763,SD,75271.19345
763,HA,45775.62997
763,HB,27021.06176
763,HN,26759.40223
763,GD,70597.12869
763,GX,25641.76733
763,HI,4136.991883
763,CQ,16961.24519
763,SC,36222.73133
763,GZ,24244.25767
763,YN,24746.21468
763,XZ,769.3172095
763,SN,23587.06051
763,GS,16829.61142
763,QH,8705.350641
763,NX,12922.03002
763,XJ,31686.29841
764,BJ,17477.54256
764,TJ,11032.42386
764,HE,46249.35601
764,SX,28507.25674
764,NM,39703.17238
764,LN,28760.51756
764,JL,10995.23256
764,HL,13257.11309
764,SH,23557.75064
764,JS,81204.87575
764,ZJ,54106.48401
764,AH,28850.37089
764,FJ,28145.32467
764,JX,18207.76039
764,SD,73319.01647
764,HA,44223.1912
764,HB,25042.41972
764,HN,25433.68997
764,GD,70796.39239
764,GX,24471.61337
764,HI,4091.761079
764,CQ,15671.15609
764,SC,34647.02015
764,GZ,23660.10122
764,YN,23407.3342
764,XZ,759.9994566
764,SN,22696.57918
764,GS,16536.66734
764,QH,8980.84951
764,NX,12921.86593
764,XJ,32036.06436
765,BJ,17673.15943
765,TJ,11156.73229
765,HE,46845.28776
765,SX,29216.14401
765,NM,39498.90212
765,LN,29483.10769
765,JL,11165.21047
765,HL,13402.6197
765,SH,23616.7168
765,JS,85700.5166
765,ZJ,55671.43657
765,AH,33077.31375
765,FJ,28336.4268
765,JX,20324.84346
765,SD,73323.58704
765,HA,45931.40336
765,HB,28243.73286
765,HN,29105.38144
765,GD,71761.87057
765,GX,26138.94312
765,HI,4612.842436
765,CQ,15791.02462
765,SC,34681.12378
765,GZ,24519.8769
765,YN,23375.70939
765,XZ,769.0439674
765,SN,23474.67651
765,GS,16149.67297
765,QH,8901.711769
765,NX,13012.79304
765,XJ,31975.21261
766,BJ,17543.65676
766,TJ,10945.04204
766,HE,47193.58227
766,SX,28506.6494
766,NM,39149.7344
766,LN,29278.58665
766,JL,10682.52367
766,HL,12703.43523
766,SH,23560.68526
766,JS,85983.1209
766,ZJ,56111.01013
766,AH,33507.21097
766,FJ,28770.74727
766,JX,21552.88463
766,SD,71647.27045
766,HA,47601.55066
766,HB,30180.63614
766,HN,30506.13175
766,GD,71372.92987
766,GX,26395.51641
766,HI,4342.365377
766,CQ,16945.37532
766,SC,37784.4131
766,GZ,23594.38597
766,YN,23377.00804
766,XZ,854.6498729
766,SN,24336.00016
766,GS,16439.81662
766,QH,9065.042815
766,NX,13074.68628
766,XJ,31853.47364
767,BJ,16835.15774
767,TJ,10536.83239
767,HE,45989.82592
767,SX,27836.64311
767,NM,38590.66955
767,LN,29985.97238
767,JL,10020.41737
767,HL,11743.75265
767,SH,23037.0289
767,JS,83221.46616
767,ZJ,55662.14766
767,AH,31813.14157
767,FJ,29216.87213
767,JX,21182.35916
767,SD,70707.01424
767,HA,46617.89278
767,HB,29758.76657
767,HN,29054.71931
767,GD,70632.30475
767,GX,26372.58605
767,HI,3902.442482
767,CQ,16135.50723
767,SC,36975.62494
767,GZ,21953.25187
767,YN,22310.03175
767,XZ,844.0357146
767,SN,23643.23428
767,GS,15891.33429
767,QH,8678.129919
767,NX,12831.0287
767,XJ,32152.65363
768,BJ,15724.20466
768,TJ,10100.71234
768,HE,43628.62047
768,SX,26334.6763
768,NM,37275.90083
768,LN,28681.94661
768,JL,9381.295159
768,HL,10952.03381
768,SH,21458.72235
768,JS,78501.93448
768,ZJ,53480.25422
768,AH,30050.87567
768,FJ,28118.37461
768,JX,19037.57772
768,SD,67743.24372
768,HA,43537.33195
768,HB,27549.60602
768,HN,27077.33186
768,GD,68727.42393
768,GX,24381.38981
768,HI,3072.199054
768,CQ,14746.62512
768,SC,34184.93415
768,GZ,19567.19096
768,YN,20393.81334
768,XZ,767.1735097
768,SN,21757.00959
768,GS,15632.91185
768,QH,8560.726879
768,NX,12518.22589
768,XJ,32145.67289
769,BJ,14350.90233
769,TJ,9163.562693
769,HE,39289.23106
769,SX,24383.33754
769,NM,36133.70853
769,LN,27544.19071
769,JL,8790.320779
769,HL,10412.7398
769,SH,19199.84291
769,JS,72011.0554
769,ZJ,46551.46899
769,AH,27509.09983
769,FJ,23821.78161
769,JX,16316.9793
769,SD,69264.74423
769,HA,41541.94864
769,HB,25175.87617
769,HN,27246.76844
769,GD,60977.97827
769,GX,19372.02561
769,HI,4396.13849
769,CQ,14979.92532
769,SC,28644.95835
769,GZ,16495.37836
769,YN,17475.29444
769,XZ,669.968185
769,SN,20568.42611
769,GS,14935.03541
769,QH,8549.12676
769,NX,12085.29182
769,XJ,30794.30339
770,BJ,14179.88909
770,TJ,8994.250604
770,HE,38591.15042
770,SX,24304.2505
770,NM,35816.70932
770,LN,26862.3081
770,JL,8541.131081
770,HL,10186.50441
770,SH,18444.86615
770,JS,70764.48017
770,ZJ,44644.57769
770,AH,25948.68409
770,FJ,23480.0461
770,JX,16612.938
770,SD,67374.9706
770,HA,41068.919
770,HB,24242.67761
770,HN,21784.47991
770,GD,57720.05795
770,GX,17930.83176
770,HI,3771.514332
770,CQ,13575.00977
770,SC,26807.92837
770,GZ,15019.95868
770,YN,16762.79715
770,XZ,615.7058355
770,SN,19285.59067
770,GS,14298.95486
